venue.id,venue.name,venue.id,venue.location.lat,venue.location.lng
4fad80d2771656f48d589ed5,Blue Ridge Places,4fad80d2771656f48d589ed5,47.70306883221918,-122.38105416297911
53cf1d4e498ec25a643e3c13,Greenlake Trail,53cf1d4e498ec25a643e3c13,47.68149250278079,-122.34173929132332
57281151498ef9c42105ebb9,Troll's Knoll Park,57281151498ef9c42105ebb9,47.65054951837885,-122.34758317257838
4b118a68f964a520dc7e23e3,A. B. Ernst Park,4b118a68f964a520dc7e23e3,47.650227250152184,-122.34875197369446
5011de44e4b0ad6ab1a2b0a0,Grassy Knoll @Green Lake,5011de44e4b0ad6ab1a2b0a0,47.68195734505101,-122.3406724186522
4fad802b771656f48d588a58,Blue Ridge Circle,4fad802b771656f48d588a58,47.70434679476565,-122.38041043281554
4be89774d837c9b65589a506,Thorndyke Park,4be89774d837c9b65589a506,47.63468743377526,-122.38985229452966
4bc3c9c574a9a593151ed5f6,Mayfair Park,4bc3c9c574a9a593151ed5f6,47.643243467901755,-122.35385741959037
4fc7e24ee4b0936e6eedd76e,Wallingford Center Totem Pole,4fc7e24ee4b0936e6eedd76e,47.6613,-122.336
4d856f7450913704b02b975b,Carkeek Park - Upper Lot,4d856f7450913704b02b975b,47.703226251161844,-122.36327292329234
4bae53c5f964a52028a33be3,Webster Park,4bae53c5f964a52028a33be3,47.67767251848031,-122.39769421961893
4c5b52dc7f661b8d1cb8451c,North Green Lake Lawn,4c5b52dc7f661b8d1cb8451c,47.68517106891237,-122.33712263274613
4bf9cfd2508c0f4752b03f31,Green Lake Park Bench - Sri Chinmoy Peace Grove,4bf9cfd2508c0f4752b03f31,47.6760164771958,-122.33293129270633
49e8c908f964a5207f651fe3,Schmitz Preserve Park,49e8c908f964a5207f651fe3,47.57728498325171,-122.4020581229318
4a7de676f964a52020f01fe3,Emma Schmitz Memorial Viewpoint,4a7de676f964a52020f01fe3,47.563192126758175,-122.40655660629271
4e0f9753ae603a50b54e446a,Cormorant Cove,4e0f9753ae603a50b54e446a,47.57106132655048,-122.41128039483907
4b3be4cbf964a520cb7d25e3,Me-Kwa-Mooks Park,4b3be4cbf964a520cb7d25e3,47.56366312021274,-122.40666767608867
4a5fc77cf964a52034c01fe3,Camp Long,4a5fc77cf964a52034c01fe3,47.55528331950861,-122.37515613419178
4b7b2f8af964a52097562fe3,Alki Beach Path,4b7b2f8af964a52097562fe3,47.58939981056733,-122.38349510595084
4b8591def964a5200c6631e3,Ercolini Park,4b8591def964a5200c6631e3,47.56141116275489,-122.39312410354614
49ef171cf964a5207e681fe3,Luna Park Cafe,49ef171cf964a5207e681fe3,47.570773583044904,-122.37091529927015
4e3d9ce4483b04e17a98a547,Park By Salty's,4e3d9ce4483b04e17a98a547,47.58643634496416,-122.37673383813886
49d4f519f964a5205a5c1fe3,Jack Block Park,49d4f519f964a5205a5c1fe3,47.58347147880416,-122.37200676361027
4b429f93f964a520aed725e3,Lowman Beach Park,4b429f93f964a520aed725e3,47.54014308115889,-122.39648188269227
4bf969505ec320a1d9298ad3,Charles Richey Sr. Viewpoint,4bf969505ec320a1d9298ad3,47.57263881478711,-122.41371166916787
4ce9e90d0f196dcb51f24eae,Alki Beach Neighborhood,4ce9e90d0f196dcb51f24eae,47.57944967306242,-122.40930318832396
4dffe60652b10e7477992c10,Andover Place,4dffe60652b10e7477992c10,47.568557587289376,-122.40939117201941
4a87603ff964a520230420e3,Alki playfield,4a87603ff964a520230420e3,47.57871869854162,-122.40743637084961
4c411e90a48d9c74db7d0c40,Hiawatha Community Center,4c411e90a48d9c74db7d0c40,47.57830636891802,-122.3848960619916
4db42220f7b121c29f452a22,Dakota Place Park,4db42220f7b121c29f452a22,47.566659205480825,-122.38719646627627
4fac9f337716bca5d3f260d2,Calfornia Place,4fac9f337716bca5d3f260d2,47.586330132651824,-122.38655787044341
530e6363498e8db9f5922b27,Smitz Park,530e6363498e8db9f5922b27,47.577674865722656,-122.4067611694336
